OBJECTID,S_ID,TAGID,CNAME1,CNAME2,CNAME3,GENUS,SPECIES,CULTIVAR,DIAMETER,HEIGHT,CRADAVG,TRUNKHEIGHT,Lat,Long
10624,15101,0,Redbud,Eastern, ,Cercis,canadensis, ,8.100000000000000,15.000000000000000,10.300000000000001,1,38.982738256641539,-76.938267848794723
10625,2929,0,Yew,English,Dense,Taxus,baccata,Densiformis,0.000000000000000,2.000000000000000,1.000000000000000,0,38.992137951284882,-76.949290323541774
10626,12719,0,Crapemyrtle,Hybrid,Natchez,Lagerstroemia,x,Natchez,0.000000000000000,7.000000000000000,3.000000000000000,0,38.989149978138613,-76.952967656918176
10627,7113,0,Locust,Thornless Honey, ,Gleditsia,triacanthos var. inermis, ,6.300000000000000,25.800000000000001,9.800000000000001,5,38.990770253527259,-76.952278490556949
10628,7142,0,Locust,Thornless Honey, ,Gleditsia,triacanthos var. inermis, ,4.500000000000000,22.199999999999999,9.400000000000000,5,38.990512443359052,-76.952373846678597
10629,15014,3626,Holly,Hybrid, ,Ilex,x, ,0.000000000000000,12.000000000000000,3.000000000000000,0,38.992021095531136,-76.950932605992080
10630,12777,0,Crapemyrtle,Hybrid,Natchez,Lagerstroemia,x,Natchez,0.000000000000000,0.000000000000000,0.000000000000000,0,38.982418163672648,-76.940875755353076
10631,12886,0,Witchhazel,Species, ,Hamamelis,sp., ,0.000000000000000,6.500000000000000,0.000000000000000,0,38.992664475245412,-76.949033344773653
10632,7211,0,Ash,White, ,Fraxinus,americana, ,6.800000000000000,22.100000000000001,10.300000000000001,4,38.997871770949310,-76.942093286033909
10633,11007,0,Magnolia,Saucer, ,Magnolia,x soulangeana, ,10.699999999999999,9.000000000000000,5.900000000000000,4,38.981699473272464,-76.940151029094011
10634,10556,0,Magnolia,Sweetbay, ,Magnolia,virginiana, ,0.000000000000000,8.500000000000000,4.200000000000000,2,38.995544487668674,-76.923256005653471
10635,10591,0,Magnolia,Umbrella, ,Magnolia,tripetala, ,0.000000000000000,6.000000000000000,0.000000000000000,0,38.992747245881006,-76.947984785058892
10636,10598,0,Magnolia,Species, ,Magnolia,sp., ,0.000000000000000,0.000000000000000,0.000000000000000,0,38.992360998156691,-76.949267948850220
10637,10599,0,Magnolia,Species, ,Magnolia,sp., ,0.000000000000000,0.000000000000000,0.000000000000000,0,38.992343494451731,-76.949249558086606
10638,5369,0,Rose,Knock Out Hybrid,Bush,Rosa,x,Radrazz,0.000000000000000,2.500000000000000,1.000000000000000,0,38.991960810004244,-76.949451743360370
10639,5184,0,Rose,Knock Out Hybrid,Bush,Rosa,x,Radrazz,0.000000000000000,2.500000000000000,0.800000000000000,0,38.986425915961753,-76.951938343583706
10640,8852,2445,Holly,American, ,Ilex,opaca, ,6.400000000000000,0.000000000000000,0.000000000000000,0,38.992897081833583,-76.947840819318174
10641,7263,0,Locust,Black, ,Robinia,pseudoacacia, ,7.500000000000000,0.000000000000000,0.000000000000000,0,38.991918722543595,-76.949004943252675
10642,6194,2699,Sweetgum,American, ,Liquidambar,styraciflua, ,10.300000000000001,0.000000000000000,0.000000000000000,0,38.998358657486051,-76.941672865713116
10643,7286,0,Sweetgum,American, ,Liquidambar,styraciflua, ,4.000000000000000,0.000000000000000,0.000000000000000,0,38.998667493704971,-76.941957917651848
10644,6256,0,Oak,Red, ,Quercus,rubra, ,11.300000000000001,0.000000000000000,0.000000000000000,0,38.995521439421495,-76.935348078702901
10645,13772,0,Blackgum,Common, ,Nyssa,sylvatica, ,2.800000000000000,16.000000000000000,4.400000000000000,4,39.003596190009489,-76.954187644504543
10646,13774,0,Blackgum,Common, ,Nyssa,sylvatica, ,1.500000000000000,8.000000000000000,3.100000000000000,4,39.003591841679295,-76.954194337606765
10647,7760,0,Yellowwood,American, ,Cladrastis,kentukea, ,0.000000000000000,0.000000000000000,0.000000000000000,0,38.981636885134542,-76.935894310996446
10648,7762,0,Mulberry,White, ,Morus,alba, ,0.000000000000000,0.000000000000000,0.000000000000000,0,38.982759166657715,-76.931896029143957
10649,7786,0,Sourwood,Common, ,Oxydendrum,arboreum, ,1.700000000000000,0.000000000000000,0.000000000000000,0,38.992122150327035,-76.948077431594854
10650,13569,0,Oak,White, ,Quercus,alba, ,16.600000000000001,76.400000000000006,20.399999999999999,8,39.003817337683437,-76.954271756523454
10651,7437,0,Oak,Scarlet, ,Quercus,coccinea, ,0.000000000000000,0.000000000000000,0.000000000000000,0,38.992535133995254,-76.948057111290041
10652,15299,0,Oak,Pin, ,Quercus,palustris, ,0.000000000000000,0.000000000000000,0.000000000000000,0,38.986988484323788,-76.949747974947087
10653,13456,0,Maple,Freeman,Autumn Blaze,Acer,x freemanii,Autumn Blaze,3.200000000000000,0.000000000000000,0.000000000000000,6,38.993568060871581,-76.940621861733632
10654,7323,0,Hornbeam,European, ,Carpinus,betulus, ,0.000000000000000,0.000000000000000,0.000000000000000,0,38.985767072130727,-76.948612821575281
10655,15689,0,Hophornbeam,Eastern, ,Ostrya,virginiana, ,0.000000000000000,0.000000000000000,0.000000000000000,0,38.992566765286703,-76.948012262612437
10656,7513,0,Elm,Species, ,Ulmus,sp., ,4.500000000000000,0.000000000000000,0.000000000000000,0,38.992004042467101,-76.949749348819040
10657,13517,0,Maple,Freeman,Autumn Blaze,Acer,x freemanii,Autumn Blaze,3.300000000000000,0.000000000000000,0.000000000000000,6,38.994538708077890,-76.942003375988861
10658,11584,0,Maple,Red, ,Acer,rubrum, ,3.200000000000000,0.000000000000000,0.000000000000000,0,38.993433815808260,-76.940094595246080
10659,11174,937,Crabapple,Redbud,Calocarpa,Malus,x zumi,Calocarpa,8.000000000000000,17.000000000000000,12.900000000000000,7,38.986388893222767,-76.944171440372259
10660,11175,950,Crabapple,Redbud,Calocarpa,Malus,x zumi,Calocarpa,7.600000000000000,15.000000000000000,9.600000000000000,7,38.986401080805678,-76.944304497123227
10661,11181,582,Raintree,Golden, ,Koelreuteria,paniculata, ,4.000000000000000,15.000000000000000,5.700000000000000,6,38.985572831800283,-76.942909437974180
10662,11182,584,Raintree,Golden, ,Koelreuteria,paniculata, ,7.200000000000000,25.000000000000000,11.400000000000000,6,38.985575063198269,-76.942821044907177
