Unix time,BSSID,Signal strength(-dBm),SSID,Longitude,Latitude,GPS Accuracy,AP Capabilities, Channel, Frequency
1549383131000,00:0a:f5:77:39:28,-82,UberColombo,-76.93658831,38.98668476,6,[WPA2-PSK-CCMP][ESS],,12412
1549385293000,00:11:50:29:02:24,-81,dr_yu_lab,-76.93916531,38.98385984,3,[WPA-PSK-TKIP][ESS],,12412
1549385774000,00:21:29:d4:f9:00,-83,Hedwig,-76.94182041,38.98645483,4,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],,62437
1549382774000,00:25:9c:c9:44:7a,-71,,-76.93663165,38.99107255,16,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],,62437
1549382774000,00:2a:10:35:60:90,-85,umd,-76.93663165,38.99107255,16,[ESS],,12412
1549382774000,00:2a:10:35:60:92,-85,umd-secure,-76.93663165,38.99107255,16,[WPA2-EAP-CCMP][ESS],,12412
1549382774000,00:2a:10:35:60:93,-88,umd-util2,-76.93663165,38.99107255,16,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],,12412
1549382774000,00:2a:10:35:60:94,-84,umd-guest,-76.93663165,38.99107255,16,[ESS],,12412
1549382774000,00:2a:10:5b:7b:70,-74,umd,-76.93663165,38.99107255,16,[ESS],,112462
1549382774000,00:2a:10:5b:7b:73,-74,umd-util2,-76.93663165,38.99107255,16,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],,112462
1549382774000,00:2a:10:5b:7b:74,-73,umd-guest,-76.93663165,38.99107255,16,[ESS],,112462
1549382774000,00:2a:10:5b:7b:7b,-81,umd-guest,-76.93663165,38.99107255,16,[ESS],,-5320
1549382774000,00:2a:10:5b:7b:7c,-81,umd-util2,-76.93663165,38.99107255,16,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],,-5320
1549382774000,00:2a:10:5b:7b:7d,-81,umd-secure,-76.93663165,38.99107255,16,[WPA2-EAP-CCMP][ESS],,-5320
1549382774000,00:2a:10:5b:7b:7e,-81,eduroam,-76.93663165,38.99107255,16,[WPA2-EAP-CCMP][ESS],,-5320
1549382774000,00:2a:10:5b:7b:7f,-81,umd,-76.93663165,38.99107255,16,[ESS],,-5320
1549382774000,00:81:c4:44:9a:50,-87,umd,-76.93663165,38.99107255,16,[ESS],,62437
1549387455000,00:e0:4c:00:2f:0b,-72,COUNTCAM_00e04c002f0b,-76.93906884,38.98765634,3,[WPA2-PSK-CCMP][ESS][WPS],,62437
1549386498000,00:f6:63:6f:e3:a3,-78,umd-util2,-76.94363683,38.98559397,4,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],,12412
1549386498000,00:f6:63:6f:e3:ae,-88,eduroam,-76.94363683,38.98559397,4,[WPA2-EAP-CCMP][ESS],,-5320
1549386498000,00:f6:63:6f:e3:af,-88,umd,-76.94363683,38.98559397,4,[ESS],,-5320
1549386616000,00:f6:63:6f:eb:60,-78,umd,-76.94428059,38.98619978,3,[ESS],,112462
1549382774000,00:f6:63:70:0e:e0,-83,umd,-76.93663165,38.99107255,16,[ESS],,12412
1549382774000,00:f6:63:70:0e:e3,-84,umd-util2,-76.93663165,38.99107255,16,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],,12412
1549382774000,00:f6:63:70:0e:e4,-84,umd-guest,-76.93663165,38.99107255,16,[ESS],,12412
1549386616000,00:f6:63:70:10:a2,-80,umd-secure,-76.94428059,38.98619978,3,[WPA2-EAP-CCMP][ESS],,12412
1549382774000,00:f6:63:70:8f:fb,-78,umd-guest,-76.93663165,38.99107255,16,[ESS],,-5260
1549382774000,00:f6:63:70:8f:fc,-78,umd-util2,-76.93663165,38.99107255,16,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],,-5260
1549382774000,00:f6:63:70:8f:fd,-77,umd-secure,-76.93663165,38.99107255,16,[WPA2-EAP-CCMP][ESS],,-5260
1549382774000,00:f6:63:70:8f:fe,-77,eduroam,-76.93663165,38.99107255,16,[WPA2-EAP-CCMP][ESS],,-5260
1549382774000,00:f6:63:70:8f:ff,-78,umd,-76.93663165,38.99107255,16,[ESS],,-5260
1549386498000,00:f6:63:a3:3d:ab,-90,umd-guest,-76.94363683,38.98559397,4,[ESS],,-5180
1549382774000,00:f6:63:b1:f2:e1,-77,eduroam,-76.93663165,38.99107255,16,[WPA2-EAP-CCMP][ESS],,62437
1549382774000,00:f6:63:b1:f2:e2,-77,umd-secure,-76.93663165,38.99107255,16,[WPA2-EAP-CCMP][ESS],,62437
1549382774000,00:f6:63:b1:f2:e3,-77,umd-util2,-76.93663165,38.99107255,16,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],,62437
1549382774000,00:f6:63:b1:f2:e4,-76,umd-guest,-76.93663165,38.99107255,16,[ESS],,62437
1549382774000,00:f6:63:b1:f2:eb,-82,umd-guest,-76.93663165,38.99107255,16,[ESS],,-5280
1549382774000,00:f6:63:b1:f2:ec,-81,umd-util2,-76.93663165,38.99107255,16,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],,-5280
1549382774000,00:f6:63:b1:f2:ed,-82,umd-secure,-76.93663165,38.99107255,16,[WPA2-EAP-CCMP][ESS],,-5280
1549382774000,00:f6:63:b1:f2:ee,-82,eduroam,-76.93663165,38.99107255,16,[WPA2-EAP-CCMP][ESS],,-5280
1549382774000,00:f6:63:b1:f2:ef,-81,umd,-76.93663165,38.99107255,16,[ESS],,-5280
1549386616000,00:f6:63:b2:1b:c3,-85,umd-util2,-76.94428059,38.98619978,3,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],,12412
1549382774000,00:f6:63:d9:c9:5b,-88,umd-guest,-76.93663165,38.99107255,16,[ESS],,-5300
1549382774000,00:f6:63:d9:c9:5c,-87,umd-util2,-76.93663165,38.99107255,16,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],,-5300
1549382774000,00:f6:63:d9:c9:5d,-89,umd-secure,-76.93663165,38.99107255,16,[WPA2-EAP-CCMP][ESS],,-5300
1549382774000,00:f6:63:d9:c9:5e,-88,eduroam,-76.93663165,38.99107255,16,[WPA2-EAP-CCMP][ESS],,-5300
